distance	duration	create_time	mean_speed	calorie
828.69	660428	1512955266.73	1.2547773	35.58
3239.96	2442976	1524345294.304	1.3262348	137.37
765.61	678010	1509683695.526	1.1292017	32.36
1197.05	999000	1520962723.777	1.1982481	52.33
1206.78	979290	1518591551.799	1.232301	56.670002
1463.22	1139125	1493865969.849	1.2845123	61.95
1983.09	1485871	1497024620.026	1.3346313	85.02
1135.73	917420	1508181467.263	1.2379607	51.26
820.96	738377	1493512262.695	1.1118441	36.37
1560.71	1212614	1500183090.121	1.2870624	66.81
999.95	760096	1506443441.434	1.3155576	43.96
1127.94	875662	1512785627.776	1.2880996	47.72
1187.49	949547	1515797876.556	1.2505858	56.55
3951.62	3351308	1534574226.917	1.1791277	186.57
873.94	696873	1536365699.284	1.254088	37.79
990.26	704867	1518235179.951	1.4048892	42.85
1100.73	778761	1519717325.416	1.4134375	48.33
1167.08	935836	1508729701.19	1.2470988	50.39
950.11	723989	1512638052.233	1.3123266	42.1
1725.63	1308039	1534398032.542	1.3192495	77.36
780.65	665481	1508552274.155	1.1730613	34.47
1370.34	1079974	1525415546.625	1.2688639	62.16
1120.26	899959	1509940497.515	1.2447901	48.89
1642.62	1209655	1506141264.722	1.3579243	68.73
1242.24	1181415	1534485318.874	1.0514848	60.57
1168.9299	989328	1497292496.664	1.1815394	51.75
1011.97003	774909	1495070405.441	1.3059211	43.59
794.05	663058	1503383632.293	1.1975573	33.8
1230.1	901309	1529016096.34	1.3647927	50.43
997.67	769765	1497039288.661	1.2960709	42.73
1360.48	1167607	1502240286.868	1.1651866	59.58
1645.24	1317097	1503637948.275	1.2491412	71.87
876.33	720439	1534487878.012	1.2163833	43.13
1756.56	1395308	1508384662.559	1.2589048	74.97
1763.5599	1399048	1533179365.836	1.2605428	77.57
791.37	654188	1535076071.363	1.2096981	35.73
985.59	816940	1491962730.564	1.2064412	44.34
863.17	670611	1531794440.776	1.2871397	38.32
1122.64	1101428	1496339424.563	1.0192586	50.81
823.32	673748	1529830679.288	1.2219999	35.48
985.66	740733	1507879446.811	1.3306549	45.74
1390.29	1142613	1517110608.282	1.2167636	59.96
1539.14	1089618	1510009231.012	1.4125501	66.25
925.39	747908	1502913041.046	1.2373046	40.21
756.61	660597	1499049264.729	1.1453427	33.44
1713.42	1267659	1517354093.087	1.351641	72.7
3315.12	2580919	1529829296.091	1.2844727	151.51
1680.08	1310868	1511073484.001	1.2816546	75.54
937.11	696154	1532486095.863	1.3461245	42.38
792.41	644800	1501028790.38	1.2289236	38.64
822.88	661650	1533348320.706	1.2436788	36.07
895.52	706654	1528088906.253	1.267268	40.39
874.36	712000	1535776461.518	1.2280337	38.23
927.54	792198	1521245028.203	1.1708436	42.579998
1484.41	1004058	1507348784.216	1.4784105	61.53
806.79	651679	1497134095.551	1.2380174	35.1
1476.37	1265526	1533454052.123	1.1666057	63.53
1697.86	1411845	1536373229.827	1.2025824	79.08
2313.68	1852084	1536723903.925	1.2492305	102.94
2589.7	1897377	1501467171.326	1.3648843	110.98
1213.7	975658	1506975250.8	1.243981	51.84
971.4	709983	1502324812.888	1.3682017	41.809998
1767.83	1397007	1511900421.552	1.2654411	75.23
888.04	667440	1501092708.177	1.3305166	37.78
1257.6	1094331	1517553249.793	1.1491953	59.87
833.26	650768	1534906231.58	1.2804254	35.34
1593.75	1107143	1508442776.242	1.439516	67.46
898.42	743475	1525566025.853	1.2084064	39.77
1022.23	684739	1527903651.25	1.4928755	42.59
1313.59	989665	1528337304.527	1.3273078	55.8
1938.66	1502145	1526603437.08	1.2905945	85.71
931.64	787496	1520674431.978	1.1830409	44.59
2807.43	2110232	1519188228.674	1.3303893	120.18
1566.64	1049847	1511909697.783	1.4922556	69.44
1201.41	908350	1513409693.034	1.322629	51.3
1629.3	1168162	1511138560.438	1.3947551	75.4
983.15	695651	1506539498.482	1.4132806	42.48
989.61	824208	1516921199.391	1.2006799	51.68
1375.22	1071214	1497140098.554	1.2837958	59.28
746.0	675774	1510383746.469	1.1039194	38.75
1235.07	922746	1536629433.681	1.3384724	52.41
1320.7999	1008784	1528592843.733	1.309299	57.19
1116.5599	944354	1506036556.83	1.1823533	49.23
899.65	703105	1504131700.965	1.2795386	38.42
966.42	729329	1504553148.077	1.3250811	42.18
1097.25	930904	1509676561.455	1.178693	47.89
1390.39	1109456	1527294091.718	1.2532178	60.98
1646.53	1341146	1536643485.393	1.2277037	75.159996
953.56	787707	1493089493.429	1.2105516	42.69
2713.25	2115902	1494825320.471	1.2823136	118.340004
987.57	742544	1507656440.331	1.3299817	43.57
1596.89	1221613	1520661993.597	1.3071979	68.13
